Name,Website,Stage,Industry,Tags,Region,Startup HQ,NumOfTags,Funding (USD),CompanySize,Funding_min,rate_percent,Allign with 2030,Funding_Avg,Opportunity_Level,Year of establishment
Shgardi,https://shgardi.app/en/index.html,Pre-Series A,Food & Beverages,"Last Mile Delivery,Marketplace",Eastern,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,4.97,Yes,4.00M,Medium,2019
Suplift,https://suplift.com,Seed,Entertainment,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2016
Tamra Captial,https://tamracapital.sa,Series B,Financial Services,Robo-Advisory ,Riyadh,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2021
Telgani,https://www.telgani.com/en/home,Seed,Transportation & Automotive,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
The Chefz,https://thechefz.co/en/,Seed,Food & Beverages,"Last Mile Delivery,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Walaplus,https://www.walaplus.com,Seed,Technology,Loyalty ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Juleb,https://juleb.com,Seed,Healthcare,SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,0
Labayh,https://labayh.net/ar/,Pre-Series A,Wellness & Mental Health,Telehealth ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,No,4.00M,Medium,2018
Mismar,https://mismarapp.com,Seed,Transportation & Automotive,"SaaS,Marketplace,E-Commerce",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Ejaro,https://www.ejaro.com,Pre-Series A,Transportation & Automotive,Marketplace,Makkah,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,0
Algooru,https://www.algooru.com,Pre-Series A,Education,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
Circlys,https://circlys.com,Seed,Financial Services,ROSCA,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Own,https://own.sa/,Seed,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Ejari,https://ejari.sa/,Pre-Series A,Real Estate,BNPL,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2015
Wakecap,https://www.wakecap.com/,Pre-Series A,Construction,Hardware & loT & Drones,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2018
BuildNow,https://www.buildnow.sa/,Pre-Series A,Construction,B2B Financing,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Soum,https://soum.sa/,Pre-Series A,"Retail,Electronics",Social Commerce ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2016
Barq,https://barq.com/,Seed,Financial Services,Digital Bank,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Ithnain,https://ithnain.com/,Seed,"Healthcare,Wellness & Mental Health",Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Qawafel,https://www.qawafel.sa/,Seed,Food & Beverages,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Lawazem,https://www.lawazem.com/,Seed,Retail,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Mawidy,https://mawidy.com/en/,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
1pass,https://1pass.app/#home,Seed,Sports,"SaaS,Subscription",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2017
Abqary,https://abqary-academy.com,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Airbius,https://arabius.com,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Ajdur,https://ajdur.com/sa,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Alkhattat,https://www.alkhattat.net,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Almosafer,https://www.almosafer.com/ar,Private Equity,Travel & Tourism,Marketplace,Riyadh,Saudi Arabia,1,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2012
Aqssar,https://www.aqssar.com,Seed,Education,Streaming,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
As3a,https://as3a.com,Seed,HR & Recruitments,Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2019
Avokado,https://avokado.sa,Seed,Food & Beverages,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
B8ak,https://www.b8ak.com,Seed,Professional Service,Marketplace,Eastern,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,0
Bonat,https://www.bonat.io,Seed,Technology,Loyalty ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Dafater,https://dafater.sa,Pre-Series A,Technology,"SaaS,ERP",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2010
Direct,https://directksa.com/ar/,Seed,Travel & Tourism,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Elham,https://www.elham.sa,Seed,Education,"SaaS,E-Learning",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
ِEstbyani,https://estbyani.com,Seed,Technology,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Ezhalha,https://ezhalha.com.sa/services,Seed,Transportation & Automotive,"E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2014
Faheem,https://www.faheemapp.com,Seed,Education,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Falconviz,https://www.falconviz.com,Seed,Technology,Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2015
Flyin,https://www.flyin.com,Series A,Travel & Tourism,"E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2006
GAGA,https://gaga-app.com/,Seed,Education,"E-Learning,Marketplace",Eastern,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,0
Geeks Valley,https://geeksvalley.com,Seed,Electronics,E-Commerce,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2015
Geidea,https://www.geidea.net/,Private Equity,Financial Services,"ePOS,Payment Gateway,Financial Solution",Riyadh,Saudi Arabia,3,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2008
Haboob,https://haboob.sa,Seed,Technology,Cyber Security ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
HalaYalla,https://halayalla.com/sa-en,Seed,"Travel & Tourism,Technology","E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Haraj,https://haraj.com.sa,Private Equity,"Social,Technology","Advertisement,Social Commerce ",Riyadh,Saudi Arabia,2,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,0
Haseel,https://haseelapp.com,Series A,Food & Beverages,"Marketplace,E-Commerce",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,0
Hudhud,https://www.hudhud.ai,Seed,Technology,AI & Machine Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Hungerstation,https://hungerstation.com/sa-ar,Private Equity,Food & Beverages,"Marketplace,Last Mile Delivery,E-Commerce",Riyadh,Saudi Arabia,3,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2012
Iajeer,https://www.iajeer.com,Seed,Professional Service,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
idrive,https://idrive-ksa.com,Seed,Transportation & Automotive,"E-Commerce,Subscription",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Istoria,https://istoria.app/en/,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Jareed,https://www.jareed.net,Seed,Media,Advertisement,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2018
Lugmety,https://lugmety.com,Pre-Series A,Food & Beverages,"E-Commerce,Marketplace,Last Mile Delivery",Makkah,Saudi Arabia,3,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,2017
Maharah,https://maharah.co,Seed,Professional Service,Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Marn,https://marn.io,Seed,HR & Recruitments,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Mntrni,https://get.mntrni.com,Seed,"Consulting,Professional Service",Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2016
Munjz,https://munjz.com,Series A,"Real Estate,Professional Service","SaaS,Marketplace",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2022
Namthaja,https://namthaja.com,Seed,Manufacturing,3D Printing,Eastern,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,2019
Passioneurs,https://www.passioneurs.net/ar,Seed,"Professional Service ,Art & Design",Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Print.sa,https://www.print.sa,Seed,Art & Design,E-Commerce,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2018
Qdrat,https://qdrat.com,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Qewam,https://www.qewam.com,Seed,Technology,SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Rain,https://www.rain.com,Series B,Financial Services,Cryptocurrencies & NFTs,Eastern,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,4.97,No,22.50M,High,2013
Rawaq,https://www.rwaq.org,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2011
Ri7laty,https://www.ri7laty.com,Seed,"Education,Travel & Tourism","E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Sadeem,https://sadeemwss.com,Seed,Technology,Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2021
Saee,https://saee.sa,Seed,Logistics,Last Mile Delivery,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2019
Sajil,https://www.sajil.org,Seed,Technology,APP Dev & PaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2003
Sanar,https://www.sanar.sa,Seed,Healthcare,Telehealth ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,2019
Sawerly,http://sawerly.com,Seed,Professional Service,Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,0
Scalers,https://www.withscalers.com,Seed,HR & Recruitments,Marketplace,Eastern,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,2020
Speero,https://speero.net,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Tabib Group,https://tabibgroup.net,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2015
Telfaz11,https://telfaz11.com,Series A,Media Production,Media Production & Distribution,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2011
Testahel,https://testahel.sa,Seed,Education,Subscription,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,0
Thobi,https://thobi.sa,Seed,Fashion,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Uturn,https://uturn.me,Series B,Media Production,Media Production & Distribution,Makkah,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,13.68,Yes,22.50M,High,2014
Warshaplus,https://warshaplus.com/home,Seed,Transportation & Automotive,E-Commerce,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2021
Wateen App,https://wateenapp.org,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Ynmodata,https://ynmodata.com/en/,Seed,Education,SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2016
YouPositive,https://youpositive.co/ar/,Pre-Seed,Wellness & Mental Health,Marketplace,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2017
Blomal,https://blomal.sa/,Pre-Seed,Financial Services,Fund Distribution ,Makkah,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,13.68,Yes,1.25M,Low,2021
Nuzul,https://www.nuzul.com/,Seed,Real Estate,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Livsho,https://www.linkedin.com/company/livsho/,Seed,"Consumer Service ,Retail",Social Commerce ,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2024
Ojrah App,https://ojrahapp.com/,Seed,Transportation & Automotive,"SaaS,Hardware & loT & Drones",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2016
GlassHub,https://glasshub.ai/,Seed,Technology,"SaaS,RegTech",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Cipher,https://www.cipher.com.sa/,Private Equity,Technology,Cyber Security ,Riyadh,Saudi Arabia,1,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2021
SalesFine,https://salesfine.co/,Pre-Series A,Financial Services,B2B Financing,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,0
Lockers,https://lockers.sa/,Pre-Seed,Logistics,E-Commerce,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2021
Behja,https://www.behja.co/ar,Seed,Real Estate,BNPL,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Rent Kara,https://rentkara.com/,Seed,Electronics,Subscription,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,2023
Reporty,https://www.swc-dent.com/main/,Seed,Healthcare,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Ocean Revive,https://ocean-revive.com/,Seed,Environment,"AgriTech,Subscription",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2024
UpLevel,https://uplevel.sa/en/,Seed,Education,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2024
WorkHint,https://www.workhint.com/,Seed,HR & Recruitments,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
CyberSenshi,https://www.cybersenshi.com/,Seed,Technology,Cyber Security ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
BuildHop,https://www.buildhop.com/,Seed,Construction,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2021
Suhail,https://suhail.ai/,Seed,Real Estate,"AI & Machine Learning,Subscription",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Rize,https://rize.sa/,Series A,Real Estate,BNPL,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,0
Mabaat,https://www.mabaat.com,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
Deal App,https://dealapp.sa/,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,0
Ayen,https://ayen.com.sa/,Seed,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Darent,https://darent.com/en,Pre-Series A,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
Aseel,https://investaseel.sa/,Pre-Series A,"Financial Services,Real Estate",Crowdfunding,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Nabeeh,https://www.nabeehapp.com/,Seed,Real Estate,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2021
Foz,https://foz.sa/,Seed,Gifting,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Hero,https://www.tryhero.io/,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Lahint,https://lahint.sa/ar,Pre-Seed,Technology,AI & Machine Learning,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2023
Barakah,https://www.barakah.app/,Seed,"Food & Beverages ,Environment",Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2022
Iyris,https://iyris.com/,Series A,Environment,AgriTech,Makkah,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,13.68,Yes,10.50M,Medium,2018
Saher Flow Solutions,https://saherflow.com/,Seed,"Oil, Gas, and Energy",Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2022
Elevatus,https://www.elevatus.io/,Seed,HR & Recruitments,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Brkz,https://brkz.com/,Seed,Construction,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Lisan,https://www.lisan.com/,Pre-Series A,Technology,AI & Machine Learning,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
LogesTechs,https://logestechs.com/,Seed,Logistics,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Hazen,https://www.hazen.ai/,Seed,"Technology ,Transportation & Automotive",SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2018
Bynh,https://bynh.sa/,Seed,Legal,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Ameen,https://www.ameen.care/,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Uvera,https://www.uvera.co/,Seed,Food & Beverages,"AgriTech,BioTech",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2019
Naseej,https://naseej.market/en/,Seed,Retail,"Marketplace,E-Commerce",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Tmyyoz,https://tmyyoz.com.sa/,Seed,Education,E-Learning,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2021
Ballurh,https://ballurh.io/en/,Seed,Food & Beverages,"SaaS,AI & Machine Learning",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Eventful,https://www.eventful.sa/,Seed,Entertainment,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Bonokey,https://www.bonokey.com/en,Seed,Financial Services,Aggregator,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Gasable,https://www.gasable.com/,Seed,"Oil, Gas, and Energy","AI & Machine Learning,Hardware & loT & Drones",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2016
Aqarsas,https://aqarsas.sa/,Seed,Real Estate,Subscription,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,2016
Awaed,https://awaed.capital/,Series A,Financial Services,"Trading ,Fund Distribution ",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2021
Rehan,https://rehan.com.sa/,Seed,Financial Services,Fund Distribution ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Makassb,https://makassb.co/,Seed,Financial Services,Fund Distribution ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Wafer,https://waferinvest.sa/Ui/Landing,Seed,Financial Services,Fund Distribution ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Bwatech,https://bwatech.sa/,Seed,Financial Services,Fintech Infrastructure,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Dinar,https://www.dinar.sa/,Seed,Financial Services,SME-Funding,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Sukuk,https://sukuk.sa/,Pre-Series A,Financial Services,B2B Financing,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Fanni,https://fanni.sa/en/index.html,Seed,Professional Service,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Ajras,https://ajras.com/,Seed,Real Estate,BNPL,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
Eddekhar,https://eddekhar.com/,Pre-Seed,"Financial Services,Technology","Aggregator,Financial Solution,Robo-Advisory ",Riyadh,Saudi Arabia,3,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,0
SDM,https://sdm.sa/,Pre-Seed,"Healthcare,Technology","AI & Machine Learning,Computer Vision",Riyadh,Saudi Arabia,2,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2019
Livedin,www.livedin.co,Seed,"Real Estate,Technology","SaaS,Hospitality",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Aman Vision,https://amanvision.ai/,Seed,"Technology ,Construction,Manufacturing","AI & Machine Learning,Computer Vision,SmartCity/Home,SaaS,Industry 4.0,Manufacturing ,Hardware & loT & Drones",Riyadh,Saudi Arabia,7,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Squadio,www.squadio.com,Pre-Series A,"HR & Recruitments,Consulting,Professional Service",HR & Recruitment ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
KwikSign,Www.kwiktrust.com,Seed,"Technology ,Financial Services,Real Estate,Legal","Financial Solution,Fintech Infrastructure,Blockchain Solution ",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Declic,https://declic.net/,Seed,"Social,Entertainment","Payment Gateway,AI & Machine Learning,Social Media,Advertisement",Riyadh,Saudi Arabia,4,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Carly - كارلي,https://www.halacarly.com,Seed,Transportation & Automotive,"E-Commerce,Financial Solution",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,0
Camelab ai,Camelab.co,Pre-Seed,Media Production,Advertisement,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,0
Levers,www.uselevers.com,Seed,Financial Services,"AI & Machine Learning,B2B Financing,Financial Solution,SaaS,BNPL",Riyadh,Saudi Arabia,5,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2022
WAQ3Y,https://waq3y.sa/,Pre-Seed,Technology,Web3& Metaverse ,Riyadh,Saudi Arabia,1,500K – 2M,Startup / Small,500000000.0,75.6,Yes,1.25M,Low,2024
